Ordem,ID,Nome,WhatsApp,Email,UF,Cidade,Segmento,Orcamento,Prazo,Score,Status,Motivos_resumo,Motor_score,Modelo_score,Probabilidade_qualificado,Score_calculado_em
197,71049dbe-4efb-45ea-bbcc-10016f123348,Lucas Rocha 0379,5531939140085,lead.demo.1771182196056.0379@exemplo.com,MG,Contagem,SERVICOS,5k-20k,30d,27,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,22.4%,2026-02-15T19:03:15.582Z
198,9b978d60-d8ed-4e2e-9ad7-f6eda535e102,Andre Leite 0110,5562977227727,lead.demo.1771182195729.0110@exemplo.com,GO,Anapolis,EVENTOS,60k+,30d,70,QUALIFICADO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,79.2%,2026-02-15T19:03:15.582Z
199,98a7bd5d-6a4e-48c2-893c-58d280dbe73c,Rafael Gomes 0417,5511958043533,lead.demo.1771182196099.0417@exemplo.com,SP,Ribeirao Preto,EQUIPAMENTOS,0-5k,30d,68,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,40.7%,2026-02-15T19:03:15.582Z
200,69f27e15-ee71-4303-9cbf-e182f34dc61c,Diego Duarte 0056,5531993968882,lead.demo.1771182195658.0056@exemplo.com,MG,Contagem,EQUIPAMENTOS,60k+,90d,25,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,21.9%,2026-02-15T19:03:15.582Z
201,d9a1491d-ac37-49ed-9edb-048e6bfe0193,Rodrigo Ribeiro 0436,-,lead.demo.1771182196119.0436@exemplo.com,MG,Belo Horizonte,CAVALOS,20k-60k,30d,93,ENVIADO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: ENVIADO,synthetic_seed,seed_generator_v1,93.7%,2026-02-15T19:03:15.582Z
202,bc7bf62a-f3c5-43a7-83f5-c50d4d03c701,Eduardo Freitas 0065,-,lead.demo.1771182195671.0065@exemplo.com,SP,Sao Jose dos Campos,EVENTOS,5k-20k,7d,76,QUALIFICADO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,79.4%,2026-02-15T19:03:15.582Z
203,3424c1d7-437e-4a1d-9119-f8d870b851be,Gustavo Nogueira 0119,5531925285173,-,MG,Contagem,EQUIPAMENTOS,20k-60k,30d,40,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,19.9%,2026-02-15T19:03:15.582Z
204,b727511e-e6f6-4f08-9b41-cb9826211e4a,Carla Almeida 0280,5511949174630,lead.demo.1771182195943.0280@exemplo.com,SP,Sao Jose dos Campos,SERVICOS,20k-60k,7d,67,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,52.6%,2026-02-15T19:03:15.582Z
205,49045476-9a47-418c-9ab3-6deadc597b45,Carla Martins 0170,-,lead.demo.1771182195804.0170@exemplo.com,MG,Belo Horizonte,SERVICOS,60k+,30d,92,ENVIADO,Regiao foco +4 - UF MG | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: ENVIADO,synthetic_seed,seed_generator_v1,86.7%,2026-02-15T19:03:15.582Z
206,24ec5709-5306-4c2d-bbc2-3aaafc50667f,Mariana Almeida 0391,5562932161066,lead.demo.1771182196071.0391@exemplo.com,GO,Jatai,SERVICOS,5k-20k,90d,38,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,14.0%,2026-02-15T19:03:15.582Z
207,42d617ab-4b0f-481a-bfc3-014a48d73d14,Patricia Almeida 0384,5531929048933,lead.demo.1771182196062.0384@exemplo.com,MG,Uberlandia,CAVALOS,0-5k,7d,59,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,49.4%,2026-02-15T19:03:15.582Z
208,469ffad6-15aa-4edb-a24c-b5b30f62cb61,Andre Carvalho 0256,5531957644073,lead.demo.1771182195914.0256@exemplo.com,MG,Contagem,CAVALOS,5k-20k,7d,46,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,58.1%,2026-02-15T19:03:15.582Z
209,2b1cdc4d-7b2b-4916-b479-cfce8cb5f455,Carla Almeida 0131,5511992969872,-,SP,Sao Paulo,CAVALOS,20k-60k,90d,64,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,65.8%,2026-02-15T19:03:15.582Z
210,4d62fb9b-b3af-456d-9c20-f1fa07d7e266,Bruno Carvalho 0043,-,lead.demo.1771182195643.0043@exemplo.com,MG,Contagem,EQUIPAMENTOS,5k-20k,30d,18,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,28.7%,2026-02-15T19:03:15.582Z
211,4088be83-b504-4698-8b6d-df311ba4ac84,Juliana Santana 0128,-,lead.demo.1771182195755.0128@exemplo.com,MG,Uberlandia,EVENTOS,0-5k,90d,18,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,18.6%,2026-02-15T19:03:15.582Z
212,6bcfb3a6-e68e-4a2d-9136-c89211b8aeae,Lucas Teixeira 0217,5511977414016,lead.demo.1771182195867.0217@exemplo.com,SP,Sorocaba,SERVICOS,5k-20k,90d,19,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,7.6%,2026-02-15T19:03:15.582Z
213,0c0a658b-fc3c-4e0d-881f-9bd59c5d7a0e,Carla Martins 0397,5531924721231,lead.demo.1771182196076.0397@exemplo.com,MG,Montes Claros,EVENTOS,20k-60k,7d,77,QUALIFICADO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,87.0%,2026-02-15T19:03:15.582Z
214,beb3b1b1-50c2-40cc-81e4-11ebe4d6bf52,Felipe Nogueira 0425,5562981889361,lead.demo.1771182196108.0425@exemplo.com,GO,Anapolis,CAVALOS,5k-20k,30d,30,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,13.5%,2026-02-15T19:03:15.582Z
215,2ada61a8-b7aa-4ea9-bd84-1f8dec5c8deb,Bianca Gomes 0259,5562995003117,lead.demo.1771182195917.0259@exemplo.com,GO,Rio Verde,EVENTOS,5k-20k,30d,60,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,55.9%,2026-02-15T19:03:15.582Z
216,b1385d5e-7a1c-4a76-a199-fef05d09e5d4,Carla Pires 0392,5562935451782,lead.demo.1771182196071.0392@exemplo.com,GO,Jatai,CAVALOS,0-5k,90d,60,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,39.1%,2026-02-15T19:03:15.582Z
217,cbc2ed95-a34f-47e8-98de-0d4609787d84,Patricia Fernandes 0411,5562924090324,-,GO,Anapolis,SERVICOS,0-5k,90d,39,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,22.7%,2026-02-15T19:03:15.582Z
218,824751cc-528c-445a-aef5-1af591ea5747,Lucas Carvalho 0316,5531973128640,lead.demo.1771182195986.0316@exemplo.com,MG,Belo Horizonte,SERVICOS,0-5k,90d,39,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,20.2%,2026-02-15T19:03:15.582Z
219,2fa3a0da-f5e2-4b04-88cd-32e250dfad83,Rafael Duarte 0357,5511999149739,lead.demo.1771182196036.0357@exemplo.com,SP,Sao Paulo,EQUIPAMENTOS,0-5k,7d,29,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,31.3%,2026-02-15T19:03:15.582Z
220,54edc972-bcad-4628-9097-e6ef121d36c4,Carla Barros 0233,5531937341765,lead.demo.1771182195885.0233@exemplo.com,MG,Montes Claros,CAVALOS,5k-20k,30d,25,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,14.6%,2026-02-15T19:03:15.582Z
221,039a0a3e-c7ab-4588-b40b-884bc64467c1,Rodrigo Barros 0257,5562937389082,-,GO,Goiania,SERVICOS,0-5k,90d,40,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,13.7%,2026-02-15T19:03:15.582Z
222,bf1df745-5478-4f10-b63b-8e3fab5cfad5,Bianca Santana 0429,5511921953237,-,SP,Sao Paulo,SERVICOS,0-5k,90d,20,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,18.3%,2026-02-15T19:03:15.582Z
223,f95e09a3-2cc1-4d72-9a2d-9958bf76a405,Carla Moraes 0230,5531921019499,lead.demo.1771182195881.0230@exemplo.com,MG,Montes Claros,CAVALOS,20k-60k,7d,33,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,9.3%,2026-02-15T19:03:15.582Z
224,429b2e4b-0c5e-40b8-9bff-9f69de301e59,Mariana Melo 0343,5562978304672,lead.demo.1771182196017.0343@exemplo.com,GO,Jatai,EQUIPAMENTOS,5k-20k,30d,80,QUALIFICADO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,80.8%,2026-02-15T19:03:15.582Z
225,202149c9-103a-4926-b1c2-603f216f2bef,Thiago Barros 0239,-,lead.demo.1771182195892.0239@exemplo.com,GO,Aparecida de Goiania,SERVICOS,5k-20k,30d,70,QUALIFICADO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,79.3%,2026-02-15T19:03:15.582Z
226,ddfb288d-0f3a-4ef5-b23c-faf7c24e93f6,Carla Pires 0327,5531960699849,lead.demo.1771182196000.0327@exemplo.com,MG,Juiz de Fora,EQUIPAMENTOS,20k-60k,90d,38,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,21.1%,2026-02-15T19:03:15.582Z
227,3c904809-b437-47e0-80dc-e62cd653bdc4,Juliana Pires 0041,5562961594668,lead.demo.1771182195640.0041@exemplo.com,GO,Jatai,EVENTOS,5k-20k,30d,57,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,45.8%,2026-02-15T19:03:15.582Z
228,40d8f052-7ef8-487b-881c-e6b514cb64e9,Mariana Moraes 0027,5511911007604,lead.demo.1771182195622.0027@exemplo.com,SP,Sorocaba,CAVALOS,20k-60k,90d,83,ENVIADO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: ENVIADO,synthetic_seed,seed_generator_v1,93.2%,2026-02-15T19:03:15.582Z
229,72bcf19a-1ed6-40fc-b1ed-d3d77ec503f9,Thiago Fernandes 0409,5511931320181,lead.demo.1771182196092.0409@exemplo.com,SP,Campinas,EVENTOS,20k-60k,30d,22,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,16.5%,2026-02-15T19:03:15.582Z
230,4e722c9d-a921-4e45-b130-2d28c2bb14c1,Bruno Rocha 0309,5511969317731,lead.demo.1771182195978.0309@exemplo.com,SP,Sao Paulo,EVENTOS,5k-20k,90d,43,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,15.0%,2026-02-15T19:03:15.582Z
231,1bf76d83-811f-4139-a630-5e0393591b42,Thiago Moraes 0408,5562942618174,lead.demo.1771182196090.0408@exemplo.com,GO,Rio Verde,EQUIPAMENTOS,60k+,7d,52,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,43.1%,2026-02-15T19:03:15.582Z
232,6ba532ca-caa2-404a-a8ff-745f817f7ab3,Mariana Martins 0074,-,lead.demo.1771182195682.0074@exemplo.com,GO,Goiania,EVENTOS,5k-20k,30d,32,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,26.5%,2026-02-15T19:03:15.582Z
233,299588e8-72d5-47f1-ba3f-6f67f388f68f,Patricia Mendes 0300,5531931960797,lead.demo.1771182195968.0300@exemplo.com,MG,Juiz de Fora,SERVICOS,20k-60k,90d,26,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,28.7%,2026-02-15T19:03:15.582Z
234,d37e0feb-6240-49d2-b652-8b1bf3768ae7,Patricia Gomes 0157,-,lead.demo.1771182195790.0157@exemplo.com,SP,Sorocaba,EQUIPAMENTOS,5k-20k,7d,19,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,11.6%,2026-02-15T19:03:15.582Z
235,153045ac-91cc-4c4d-bddd-f0280f5ef106,Rodrigo Rocha 0446,-,lead.demo.1771182196131.0446@exemplo.com,GO,Jatai,CAVALOS,5k-20k,30d,55,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,55.5%,2026-02-15T19:03:15.582Z
236,11e17241-244a-4f29-8dee-cab8eba67a31,Larissa Teixeira 0059,5531984630678,lead.demo.1771182195661.0059@exemplo.com,MG,Contagem,CAVALOS,5k-20k,7d,21,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,10.6%,2026-02-15T19:03:15.582Z
237,78fd12f2-ea99-4291-84f2-8474aebde8a5,Eduardo Gomes 0442,5562982290836,lead.demo.1771182196127.0442@exemplo.com,GO,Jatai,EQUIPAMENTOS,60k+,30d,55,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,43.7%,2026-02-15T19:03:15.582Z
238,0d0c131a-ded0-4247-aee9-a619ed351fbd,Larissa Teixeira 0140,5511967657527,lead.demo.1771182195769.0140@exemplo.com,SP,Sao Paulo,EVENTOS,60k+,7d,79,QUALIFICADO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,77.6%,2026-02-15T19:03:15.582Z
239,abb72376-c386-48e4-a349-c473f94eebeb,Camila Mendes 0360,5562936981668,lead.demo.1771182196038.0360@exemplo.com,GO,Rio Verde,SERVICOS,0-5k,90d,77,QUALIFICADO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,79.9%,2026-02-15T19:03:15.582Z
240,82214bfd-ea66-4ad5-a513-5708502d9b4d,Camila Azevedo 0001,-,lead.demo.1771182195582.0001@exemplo.com,GO,Rio Verde,EQUIPAMENTOS,5k-20k,90d,42,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,27.4%,2026-02-15T19:03:15.582Z
241,3330c40f-5750-4417-9aad-9892cdacab01,Felipe Santana 0346,5562970601387,lead.demo.1771182196022.0346@exemplo.com,GO,Goiania,EQUIPAMENTOS,60k+,7d,54,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,54.8%,2026-02-15T19:03:15.582Z
242,fa51e9a8-2a8d-4f3d-875c-59944d59cc8e,Gustavo Martins 0361,5531914622400,lead.demo.1771182196040.0361@exemplo.com,MG,Contagem,SERVICOS,5k-20k,30d,51,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,52.7%,2026-02-15T19:03:15.582Z
243,b08307fe-3884-4121-a4e3-6e5c64b1689c,Thiago Azevedo 0180,5531973152924,-,MG,Juiz de Fora,EQUIPAMENTOS,60k+,90d,63,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,61.3%,2026-02-15T19:03:15.582Z
244,d4acd938-974e-45c2-a07c-e44c61fc6e47,Rafael Martins 0014,5562976346346,lead.demo.1771182195604.0014@exemplo.com,GO,Rio Verde,SERVICOS,5k-20k,30d,20,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,8.8%,2026-02-15T19:03:15.582Z
245,f0097ec7-ee06-4320-b169-d9cb96fc1e7f,Eduardo Nogueira 0183,5562922737839,-,GO,Goiania,CAVALOS,0-5k,30d,34,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,7.4%,2026-02-15T19:03:15.582Z
246,064e8d19-4523-43ac-840e-fbcd4d47369f,Camila Moraes 0430,5511994383616,-,SP,Sorocaba,CAVALOS,0-5k,30d,68,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,52.2%,2026-02-15T19:03:15.582Z
247,eaa286b8-845f-40d3-b0db-dbc96bad75d0,Patricia Costa 0006,5511919854572,lead.demo.1771182195593.0006@exemplo.com,SP,Ribeirao Preto,CAVALOS,0-5k,90d,57,AQUECENDO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,67.6%,2026-02-15T19:03:15.582Z
248,d6ca8124-e4ca-49cf-8937-d0479f74985e,Andre Teixeira 0276,5531944739757,lead.demo.1771182195938.0276@exemplo.com,MG,Contagem,EQUIPAMENTOS,20k-60k,7d,22,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,17.8%,2026-02-15T19:03:15.582Z
249,62fe84ff-ca9f-47a3-adb0-b3d93c9535f6,Bianca Nogueira 0182,-,lead.demo.1771182195822.0182@exemplo.com,GO,Anapolis,EQUIPAMENTOS,0-5k,7d,46,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,46.0%,2026-02-15T19:03:15.582Z
250,5a21c6e1-b749-4204-a945-1ca90b58453d,Lucas Martins 0449,5531956717150,-,MG,Uberlandia,SERVICOS,0-5k,7d,86,QUALIFICADO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +12 - Status alvo: QUALIFICADO,synthetic_seed,seed_generator_v1,82.8%,2026-02-15T19:03:15.582Z
251,29d161b3-4202-4b5e-b302-d019aa49afcb,Aline Pires 0137,5562962165200,-,GO,Goiania,EVENTOS,0-5k,30d,46,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,42.1%,2026-02-15T19:03:15.582Z
252,4698fabf-6824-40f7-8bca-a03d4b6a33c4,Gustavo Martins 0066,5511966541112,lead.demo.1771182195672.0066@exemplo.com,SP,Campinas,CAVALOS,60k+,90d,36,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,8.3%,2026-02-15T19:03:15.582Z
253,e4f654e9-6ab0-4667-b97b-cfbe77d90495,Diego Duarte 0279,-,lead.demo.1771182195942.0279@exemplo.com,SP,Sorocaba,CAVALOS,60k+,7d,42,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,12.7%,2026-02-15T19:03:15.582Z
254,ab98058e-754e-488b-abe8-0ea74a979395,Aline Nogueira 0377,5562983968635,lead.demo.1771182196055.0377@exemplo.com,GO,Rio Verde,CAVALOS,60k+,90d,21,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,15.8%,2026-02-15T19:03:15.582Z
255,98797422-23a0-430d-84c7-7534bd10f51e,Juliana Santana 0332,5562933994043,lead.demo.1771182196006.0332@exemplo.com,GO,Jatai,EVENTOS,20k-60k,90d,57,AQUECENDO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,46.7%,2026-02-15T19:03:15.582Z
256,62944200-7ca5-4580-94aa-ccfc1a2be1cf,Patricia Martins 0372,5562981161836,lead.demo.1771182196049.0372@exemplo.com,GO,Anapolis,CAVALOS,5k-20k,7d,36,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,7.0%,2026-02-15T19:03:15.582Z
257,45f041a4-b9bc-4b69-a346-df012bdae818,Camila Mendes 0321,5531998119190,lead.demo.1771182195992.0321@exemplo.com,MG,Belo Horizonte,CAVALOS,60k+,7d,53,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,35.7%,2026-02-15T19:03:15.582Z
258,5c1bae36-137a-45e6-97e1-67b0e22d1b8b,Diego Barros 0079,-,lead.demo.1771182195688.0079@exemplo.com,SP,Campinas,SERVICOS,5k-20k,90d,42,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,31.6%,2026-02-15T19:03:15.582Z
259,db3beab7-6c24-43a5-bb3c-0dac4a4d1b9b,Aline Santana 0270,5511966254670,lead.demo.1771182195931.0270@exemplo.com,SP,Campinas,EQUIPAMENTOS,5k-20k,30d,43,CURIOSO,Regiao foco +4 - UF SP | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,6.3%,2026-02-15T19:03:15.582Z
260,b0e50792-8d81-4ebc-a437-4978dc76b0b1,Aline Duarte 0035,5531999600178,lead.demo.1771182195632.0035@exemplo.com,MG,Uberlandia,EVENTOS,60k+,7d,46,AQUECENDO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: AQUECENDO,synthetic_seed,seed_generator_v1,66.6%,2026-02-15T19:03:15.582Z
261,713d8c91-8fab-41ee-b17c-052f94e7bfd8,Felipe Santana 0370,5531959612145,lead.demo.1771182196047.0370@exemplo.com,MG,Uberlandia,EQUIPAMENTOS,5k-20k,7d,28,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,14.0%,2026-02-15T19:03:15.582Z
262,bb067a49-c535-47b3-927b-2830725b1a1b,Felipe Carvalho 0302,-,lead.demo.1771182195969.0302@exemplo.com,GO,Jatai,CAVALOS,5k-20k,90d,18,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,31.3%,2026-02-15T19:03:15.582Z
263,88b169c1-cd3a-4187-a066-d43228b258b8,Bianca Azevedo 0281,5531954938834,lead.demo.1771182195944.0281@exemplo.com,MG,Uberlandia,SERVICOS,0-5k,90d,28,CURIOSO,Regiao foco +4 - UF MG | Orcamento informado +3 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,31.6%,2026-02-15T19:03:15.582Z
264,493bfdaa-d847-4239-80d9-6fe27290391f,Diego Rocha 0413,5562990116233,lead.demo.1771182196095.0413@exemplo.com,GO,Goiania,SERVICOS,20k-60k,90d,27,CURIOSO,Regiao foco +3 - UF GO | Orcamento informado +6 - Perfil sintetico para treino | Sinal de intencao +4 - Status alvo: CURIOSO,synthetic_seed,seed_generator_v1,9.6%,2026-02-15T19:03:15.582Z
